read_name	chromosome	breakpoint_left	breakpoint_right
m54284U_210114_191447/106628621/0_46641	CM010577.1	10010142	10010398
m54284U_210114_191447/50203154/65382_91960	CM010577.1	10042363	10042683
m54284U_210114_191447/50203154/24127_65330	CM010577.1	10042683	10042726
m54284U_210114_191447/93718886/0_35181	CM010577.1	10051876	10052004
m54284U_210114_191447/93718886/35226_73244	CM010577.1	10051876	10052004
m54284U_210114_191447/93718886/73292_111227	CM010577.1	10051876	10052004
m54284U_210114_191447/6423262/23262_83659	CM010577.1	10054312	10055154
m54284U_210114_191447/164496097/0_36144	CM010577.1	10061907	10062085
m54284U_210114_191447/77858253/0_16459	CM010577.1	10078792	10080215
m54284U_210115_155325/173606124/0_52798	CM010577.1	10080571	10080800
m54284U_210115_155325/61670287/167476_203253	CM010577.1	10094072	10094630
m54284U_210115_155325/136315601/0_63246	CM010577.1	10094328	10094938
m54284U_210115_155325/61670287/129418_167429	CM010577.1	10094328	10094925
m54284U_210114_191447/63375331/0_59704	CM010577.1	10096277	10096330
m54284U_210115_155325/78970989/5052_38404	CM010577.1	10098449	10098500
m54284U_210115_155325/113773170/15616_66217	CM010577.1	10106210	10106513
m54284U_210114_191447/125371015/77526_103024	CM010577.1	10121687	10122456
m54284U_210114_191447/42994056/168462_209337	CM010577.1	10122476	10123044
m54284U_210115_155325/158532389/59133_86732	CM010577.1	10124922	10125635
m54284U_210114_191447/147588719/53672_103619	CM010577.1	10158919	10159171
m54284U_210114_191447/147588719/12216_53626	CM010577.1	10158919	10159264
m54284U_210115_155325/33423413/73821_116133	CM010577.1	10228750	10229077
m54284U_210115_155325/106235288/0_26730	CM010577.1	10228882	10229077
m54284U_210114_191447/125829981/60825_116301	CM010577.1	10285677	10285849
m54284U_210114_191447/125829981/4861_60779	CM010577.1	10285677	10285849
m54284U_210115_155325/95423067/0_49679	CM010577.1	10285677	10285849
m54284U_210115_155325/101123011/58259_117306	CM010577.1	10289968	10290183
m54284U_210114_191447/178784618/0_15680	CM010577.1	10290183	10290421
m54284U_210115_155325/65996057/34250_68597	CM010577.1	10297892	10298111
m54284U_210114_191447/71632744/47073_67662	CM010577.1	10321680	10321867
m54284U_210114_191447/160697003/5317_47866	CM010577.1	10394592	10394703
m54284U_210114_191447/9242862/19028_82759	CM010577.1	10397558	10397663
m54284U_210115_155325/34734344/0_77040	CM010577.1	10400296	10400411
m54284U_210115_155325/71958710/127707_143315	CM010577.1	10402706	10402920
m54284U_210115_155325/71958710/143360_165969	CM010577.1	10402706	10402920
m54284U_210114_191447/12649353/0_43531	CM010577.1	10445428	10445692
m54284U_210115_155325/16384497/35892_74481	CM010577.1	10449977	10450011
m54284U_210115_155325/16384497/112964_151334	CM010577.1	10449977	10450011
m54284U_210115_155325/71959992/0_21337	CM010577.1	10480948	10481003
m54284U_210114_191447/162726934/44889_102661	CM010577.1	10513556	10514069
m54284U_210115_155325/146212221/66697_73241	CM010577.1	10604310	10604634
m54284U_210115_155325/21431338/50099_104718	CM010577.1	10625328	10626479
m54284U_210115_155325/38667828/0_38488	CM010577.1	10627910	10628048
m54284U_210115_155325/175441056/0_52424	CM010577.1	10697215	10697252
m54284U_210114_191447/55511724/0_39683	CM010577.1	10722060	10722684
m54284U_210114_191447/68093409/0_52246	CM010577.1	10738737	10739483
m54284U_210115_155325/27396563/0_77092	CM010577.1	10744159	10744438
m54284U_210115_155325/125895782/34424_70854	CM010577.1	10758341	10758419
m54284U_210115_155325/125895782/108087_144748	CM010577.1	10758341	10758521
m54284U_210115_155325/125895782/0_34378	CM010577.1	10758341	10758419
m54284U_210115_155325/125895782/70900_108043	CM010577.1	10758526	10758568
m54284U_210115_155325/133497145/6442_93763	CM010577.1	11024324	11024346
m54284U_210114_191447/175048546/0_51069	CM010577.1	11171382	11171609
m54284U_210115_155325/98632892/60976_80862	CM010577.1	11174047	11174246
m54284U_210115_155325/98632892/0_60930	CM010577.1	11174047	11174217
m54284U_210115_155325/115083582/53996_101179	CM010577.1	11179742	11179978
m54284U_210115_155325/115083582/101224_131191	CM010577.1	11179978	11180545
m54284U_210114_191447/5375847/0_49748	CM010577.1	11320959	11321270
m54284U_210115_155325/2164695/109280_122645	CM010577.1	11366034	11366244
m54284U_210115_155325/2164695/69820_109231	CM010577.1	11366923	11367423
m54284U_210114_191447/66650768/50715_72433	CM010577.1	11618048	11618168
m54284U_210114_191447/157811388/38072_99948	CM010577.1	11676945	11678096
m54284U_210115_155325/52953236/0_44267	CM010577.1	12027359	12027514
m54284U_210115_155325/97780248/0_47530	CM010577.1	12045707	12045958
m54284U_210115_155325/65079908/0_68483	CM010577.1	12072398	12074559
m54284U_210114_191447/60361504/79226_105298	CM010577.1	12203112	12203324
m54284U_210114_191447/60361504/32018_79177	CM010577.1	12203324	12203826
m54284U_210115_155325/114754784/22941_81716	CM010577.1	12245886	12245918
m54284U_210114_191447/60818342/69914_86464	CM010577.1	12299414	12299739
m54284U_210115_155325/174393585/0_114010	CM010577.1	12586876	12587199
m54284U_210114_191447/166397016/117480_171601	CM010577.1	12594383	12595144
m54284U_210114_191447/166397016/61286_117435	CM010577.1	12594383	12595144
m54284U_210114_191447/166397016/27546_61239	CM010577.1	12594383	12595144
m54284U_210115_155325/17041227/0_44805	CM010577.1	12644457	12646957
m54284U_210114_191447/73990625/29292_74161	CM010577.1	12675317	12677259
m54284U_210115_155325/19532189/51834_80027	CM010577.1	12799781	12806225
m54284U_210115_155325/159844783/27866_99967	CM010577.1	12802372	12803060
m54284U_210115_155325/171247870/120367_156568	CM010577.1	12967442	12967743
m54284U_210115_155325/171247870/58774_120321	CM010577.1	12967442	12967707
m54284U_210115_155325/171247870/0_58728	CM010577.1	12967442	12967707
m54284U_210115_155325/145032114/0_55921	CM010577.1	12994867	12995035
m54284U_210115_155325/118098311/0_39233	CM010577.1	13216478	13216880
m54284U_210115_155325/118098311/39278_59130	CM010577.1	13216478	13216880
m54284U_210115_155325/46138643/0_30687	CM010577.1	13266791	13267054
m54284U_210115_155325/114491546/0_21341	CM010577.1	13275443	13275645
m54284U_210114_191447/171705669/153914_188394	CM010577.1	13292769	13293426
m54284U_210114_191447/171705669/114486_153867	CM010577.1	13292769	13293426
m54284U_210114_191447/86574764/1531_39820	CM010577.1	13333482	13335520
m54284U_210114_191447/127404635/0_40156	CM010577.1	13426211	13426891
m54284U_210114_191447/177211191/2398_33277	CM010577.1	13492015	13497035
m54284U_210115_155325/55510965/0_35885	CM010577.1	13737759	13739158
m54284U_210115_155325/25625098/23940_41887	CM010577.1	13967445	13968511
m54284U_210114_191447/8194479/14894_26194	CM010577.1	14090553	14091350
m54284U_210115_155325/11534812/59612_90169	CM010577.1	14369475	14371601
m54284U_210114_191447/137233089/0_39349	CM010577.1	14400261	14400267
m54284U_210115_155325/111740307/0_26594	CM010577.1	14412719	14415177
m54284U_210114_191447/131008255/0_34416	CM010577.1	14453350	14453413
m54284U_210115_155325/103352597/38159_78603	CM010577.1	14561451	14564264
m54284U_210114_191447/133432690/99978_134593	CM010577.1	14718927	14719160
m54284U_210114_191447/133432690/65795_99934	CM010577.1	14719290	14719409
m54284U_210114_191447/159973721/0_32178	CM010577.1	14827202	14828574
m54284U_210115_155325/105972100/0_87588	CM010577.1	14880033	14881102
m54284U_210114_191447/64881645/0_23841	CM010577.1	14909626	14910765
m54284U_210114_191447/12320831/0_77461	CM010577.1	14921903	14922270
m54284U_210114_191447/159910379/0_72057	CM010577.1	15131184	15131676
m54284U_210114_191447/107022102/4631_59809	CM010577.1	15143389	15144342
m54284U_210114_191447/23070390/7771_90961	CM010577.1	15310033	15310255
m54284U_210115_155325/5112540/0_48958	CM010577.1	15316570	15316911
m54284U_210114_191447/91228713/119482_152387	CM010577.1	15417091	15417492
m54284U_210114_191447/91228713/79607_119433	CM010577.1	15417492	15419156
m54284U_210115_155325/74976063/27991_96839	CM010577.1	15551803	15552093
m54284U_210115_155325/129762664/12062_69638	CM010577.1	15617143	15617979
m54284U_210114_191447/60490010/0_83393	CM010577.1	15888981	15889051
m54284U_210115_155325/43648367/48138_80058	CM010577.1	16032384	16032782
m54284U_210115_155325/23004501/31993_59148	CM010577.1	16364590	16364598
m54284U_210114_191447/18284887/0_36287	CM010577.1	16379426	16380514
m54284U_210114_191447/133433621/0_15797	CM010577.1	16499829	16500726
m54284U_210115_155325/4521998/53567_76044	CM010577.1	16533629	16535723
m54284U_210114_191447/84083477/15444_70218	CM010577.1	16568492	16568956
m54284U_210115_155325/70190696/73901_126708	CM010577.1	17184517	17185012
m54284U_210115_155325/38339762/0_54614	CM010577.1	17395758	17396984
m54284U_210115_155325/132188120/0_27288	CM010577.1	17395798	17395829
m54284U_210115_155325/38339762/54664_110878	CM010577.1	17395829	17396984
m54284U_210114_191447/35521834/0_23141	CM010577.1	17587428	17587606
m54284U_210114_191447/61210789/0_45883	CM010577.1	17827415	17827455
m54284U_210114_191447/17172973/87368_133083	CM010577.1	18260419	18261109
m54284U_210114_191447/91491134/0_27240	CM010577.1	18262655	18263526
m54284U_210114_191447/22807606/0_65175	CM010577.1	18583678	18583681
m54284U_210114_191447/88670588/33629_63876	CM010577.1	18788732	18789110
m54284U_210115_155325/27985556/0_65951	CM010577.1	18795640	18795892
m54284U_210115_155325/107741762/7532_55227	CM010577.1	19296264	19296387
m54284U_210115_155325/133630348/0_23799	CM010577.1	19383426	19384936
m54284U_210115_155325/36438876/74663_110190	CM010578.1	9390751	9392318
m54284U_210115_155325/175965635/0_50680	CM010578.1	9501642	9501746
m54284U_210115_155325/62783579/19755_53183	CM010578.1	9640724	9641040
m54284U_210115_155325/55641484/0_18623	CM010578.1	9834109	9835934
m54284U_210115_155325/42271542/39791_86214	CM010578.1	10078929	10079238
m54284U_210115_155325/163710376/24852_57308	CM010578.1	10142525	10142560
m54284U_210115_155325/60885211/7218_32159	CM010578.1	10379195	10379640
m54284U_210115_155325/93719131/54604_70498	CM010578.1	10556464	10557413
m54284U_210114_191447/29557662/78115_95790	CM010578.1	10568135	10568181
m54284U_210114_191447/29557662/61435_78065	CM010578.1	10568135	10568181
m54284U_210115_155325/38078607/142177_178215	CM010578.1	10568135	10568181
m54284U_210114_191447/156699485/0_24750	CM010578.1	10691806	10692460
m54284U_210114_191447/85460668/0_23995	CM010578.1	10827388	10827458
m54284U_210114_191447/137298218/83420_144171	CM010578.1	10829741	10831801
m54284U_210115_155325/118818223/39190_90025	CM010578.1	10905979	10906825
m54284U_210115_155325/14943941/30881_56175	CM010578.1	11081448	11081826
m54284U_210115_155325/127666780/127787_147800	CM010578.1	11121799	11121814
m54284U_210114_191447/57671750/0_33605	CM010578.1	11134421	11134814
m54284U_210114_191447/88606955/0_49753	CM010578.1	11141356	11141548
m54284U_210114_191447/38405598/0_30924	CM010578.1	11181850	11181956
m54284U_210114_191447/130810664/118511_141145	CM010578.1	11214716	11215410
m54284U_210115_155325/169738264/8421_47610	CM010578.1	11215410	11215445
m54284U_210114_191447/984983/0_48388	CM010578.1	11219530	11219972
m54284U_210115_155325/173278482/0_50331	CM010578.1	11279688	11279753
m54284U_210114_191447/151324137/66087_122290	CM010578.1	11449201	11449323
m54284U_210114_191447/94112386/5090_51253	CM010578.1	11459117	11460982
m54284U_210114_191447/94112386/51298_64305	CM010578.1	11459117	11460982
m54284U_210115_155325/76810840/0_36598	CM010578.1	11575975	11577201
m54284U_210114_191447/19464325/0_74403	CM010578.1	11617110	11617457
m54284U_210114_191447/99944447/35616_78611	CM010578.1	11639022	11639250
m54284U_210114_191447/123142449/77456_103886	CM010578.1	11871018	11871716
m54284U_210114_191447/139264659/0_54719	CM010578.1	11998035	11998771
m54284U_210115_155325/168233332/92836_114999	CM010578.1	12011065	12011567
m54284U_210115_155325/168233332/61751_92787	CM010578.1	12011065	12011537
m54284U_210115_155325/110298960/101010_124691	CM010578.1	12209772	12210195
m54284U_210115_155325/110298960/81326_100964	CM010578.1	12210366	12211000
m54284U_210115_155325/93784082/0_53687	CM010578.1	12213908	12214653
m54284U_210115_155325/93784082/53733_108159	CM010578.1	12214118	12214653
m54284U_210115_155325/93784082/108203_160366	CM010578.1	12214118	12214653
m54284U_210114_191447/92801861/94631_120571	CM010578.1	12317850	12317860
m54284U_210114_191447/130024280/59877_134258	CM010578.1	12346840	12348658
m54284U_210114_191447/87425807/22109_82574	CM010578.1	12395602	12395692
m54284U_210115_155325/86836028/0_37614	CM010578.1	12629954	12630653
m54284U_210115_155325/1507396/0_28021	CM010578.1	12726814	12727344
m54284U_210115_155325/14090745/0_39302	CM010578.1	12838831	12839562
m54284U_210114_191447/153617216/9490_29436	CM010578.1	13067303	13067521
m54284U_210115_155325/123011156/0_24216	CM010578.1	13081310	13081432
m54284U_210114_191447/74843348/0_39223	CM010578.1	13114871	13114923
m54284U_210114_191447/49153502/0_40864	CM010578.1	13131995	13132163
m54284U_210115_155325/49349227/105917_141535	CM010578.1	13165267	13165288
m54284U_210115_155325/150733463/38044_84630	CM010578.1	13208571	13209459
m54284U_210115_155325/150733463/84681_131408	CM010578.1	13209603	13209631
m54284U_210114_191447/121766582/6618_22766	CM010578.1	13379774	13380608
m54284U_210115_155325/165150865/0_62064	CM010578.1	13435218	13436340
m54284U_210115_155325/125241863/0_41980	CM010578.1	13631678	13631808
m54284U_210114_191447/77595995/0_46199	CM010578.1	13682902	13683095
m54284U_210114_191447/44958287/0_36605	CM010578.1	13731264	13732864
m54284U_210115_155325/68878365/0_48977	CM010578.1	13880792	13881206
m54284U_210114_191447/167708377/0_57561	CM010578.1	14046322	14048195
m54284U_210115_155325/156369306/0_38824	CM010578.1	14130623	14130890
m54284U_210115_155325/134809861/0_25420	CM010578.1	14138914	14140430
m54284U_210114_191447/34474010/9656_66161	CM010578.1	14219244	14219327
m54284U_210115_155325/104203192/50806_80486	CM010578.1	14344011	14345152
m54284U_210115_155325/127796706/60536_87716	CM010578.1	15101538	15101877
m54284U_210114_191447/167578070/7879_50668	CM010578.1	15148455	15148705
m54284U_210115_155325/88605346/0_51764	CM010578.1	15177030	15182668
m54284U_210114_191447/55642648/0_16536	CM010578.1	15527912	15528055
m54284U_210115_155325/32113256/31567_63297	CM010578.1	15534628	15534687
m54284U_210114_191447/83887724/0_42536	CM010578.1	15621971	15621990
m54284U_210115_155325/135792232/19530_57091	CM010578.1	15698352	15698800
m54284U_210115_155325/19336007/0_38972	CM010578.1	15981833	15982433
m54284U_210114_191447/94896158/469_38208	CM010578.1	16013480	16013567
m54284U_210114_191447/9898535/0_29052	CM010578.1	16041717	16041846
m54284U_210114_191447/74187696/0_23472	CM010578.1	16159613	16159954
m54284U_210114_191447/166790366/75542_92168	CM010578.1	16176918	16177368
m54284U_210114_191447/166790366/54643_75494	CM010578.1	16177368	16177410
m54284U_210115_155325/82970289/90504_127950	CM010578.1	16217441	16218026
m54284U_210115_155325/82970289/28749_90462	CM010578.1	16217677	16218026
m54284U_210114_191447/68356453/0_40288	CM010578.1	16326484	16326730
m54284U_210114_191447/100664675/0_48055	CM010578.1	16339124	16340928
m54284U_210114_191447/76614039/141730_175561	CM010578.1	16339124	16340980
m54284U_210114_191447/76614039/175611_208384	CM010578.1	16339124	16340928
m54284U_210115_155325/4130822/0_60556	CM010578.1	16433270	16433516
m54284U_210115_155325/126353740/0_27867	CM010578.1	16448931	16449752
m54284U_210115_155325/23003164/0_72988	CM010578.1	16638283	16638301
m54284U_210115_155325/164561275/9671_51404	CM010578.1	16638283	16638301
m54284U_210114_191447/67963483/0_27570	CM010578.1	16638301	16638651
m54284U_210115_155325/4260669/0_40507	CM010578.1	16665974	16666176
m54284U_210115_155325/161284126/52116_131370	CM010578.1	16713256	16714005
m54284U_210114_191447/146868598/24953_44955	CM010578.1	16715462	16715827
m54284U_210114_191447/34605405/0_25343	CM010578.1	16785605	16785679
m54284U_210114_191447/22085939/10127_48389	CM010578.1	16903774	16904181
m54284U_210114_191447/43582238/9069_56381	CM010578.1	16908359	16908531
m54284U_210114_191447/54527546/57156_86673	CM010578.1	17043774	17044263
m54284U_210115_155325/57607034/0_84922	CM010578.1	17043774	17044263
m54284U_210115_155325/12257760/0_60154	CM010578.1	17108019	17109509
m54284U_210114_191447/102302686/0_31336	CM010578.1	17212282	17213646
m54284U_210115_155325/76679049/14762_36147	CM010578.1	17230185	17230854
m54284U_210115_155325/37161536/0_82497	CM010578.1	17234338	17235671
m54284U_210114_191447/110168689/67714_103060	CM010578.1	17293454	17298595
m54284U_210114_191447/110168689/14702_67654	CM010578.1	17298604	17299878
m54284U_210114_191447/108986595/0_39973	CM010578.1	17358238	17358241
m54284U_210115_155325/164561708/0_45521	CM010578.1	17445401	17446023
m54284U_210115_155325/61015551/42387_102506	CM010578.1	17461156	17463005
m54284U_210114_191447/72746082/0_41352	CM010578.1	17481959	17482634
m54284U_210115_155325/112789017/11771_66305	CM010578.1	17583783	17583833
m54284U_210115_155325/145752182/43510_63527	CM010578.1	17634536	17635502
m54284U_210115_155325/51185949/15047_86714	CM010578.1	17750780	17750943
m54284U_210114_191447/160170607/0_50888	CM010578.1	17754417	17754689
m54284U_210115_155325/77203809/2976_55475	CM010578.1	17757693	17757894
m54284U_210114_191447/103089507/0_45058	CM010578.1	17841877	17841946
m54284U_210115_155325/28115257/11270_64475	CM010578.1	17934079	17934582
m54284U_210114_191447/34408774/35356_52271	CM010578.1	18085120	18085348
m54284U_210115_155325/162204047/0_57421	CM010578.1	18180476	18180919
m54284U_210115_155325/124061665/0_60067	CM010578.1	18366498	18367417
m54284U_210115_155325/159777130/5272_20710	CM010578.1	18372637	18372849
m54284U_210115_155325/133040017/0_35887	CM010578.1	18395674	18396437
m54284U_210115_155325/56887268/46814_82870	CM010578.1	18409676	18409922
m54284U_210115_155325/56887268/82917_105354	CM010578.1	18409763	18409927
m54284U_210115_155325/52167764/0_52232	CM010578.1	18423410	18423761
m54284U_210114_191447/74648085/0_97032	CM010578.1	18437796	18438726
m54284U_210114_191447/147325247/3228_26784	CM010578.1	18484275	18484421
m54284U_210114_191447/109578905/0_21620	CM010578.1	18632803	18633549
m54284U_210114_191447/142671925/2614_44050	CM010578.1	18636059	18638179
m54284U_210115_155325/122619341/40440_84306	CM010578.1	18677444	18677618
m54284U_210115_155325/122619341/0_40396	CM010578.1	18677618	18677833
m54284U_210114_191447/158794261/14653_98304	CM010578.1	18721659	18723021
m54284U_210114_191447/78449389/32897_85413	CM010578.1	18945050	18948349
m54284U_210115_155325/129108212/23550_91383	CM010578.1	18954518	18954762
m54284U_210115_155325/115804385/0_27082	CM010578.1	18998260	18998340
m54284U_210114_191447/5834280/10707_56467	CM010578.1	19069551	19070117
m54284U_210115_155325/164037459/59285_103011	CM010578.1	19107738	19109216
m54284U_210114_191447/57936178/0_50816	CM010578.1	19144229	19144317
m54284U_210115_155325/121964375/96806_139198	CM010578.1	19164909	19165034
m54284U_210114_191447/61342133/38149_70486	CM010578.1	19168258	19168705
m54284U_210115_155325/175835226/0_28939	CM010578.1	19228383	19228622
m54284U_210114_191447/124977723/0_66342	CM010578.1	19273780	19274843
m54284U_210115_155325/104334010/0_18928	CM010578.1	19395716	19396300
m54284U_210115_155325/34472974/17950_33592	CM010578.1	19428162	19428187
m54284U_210114_191447/142148827/0_33279	CM010578.1	19460789	19461063
m54284U_210115_155325/17629701/0_27804	CM010578.1	19469533	19469795
m54284U_210114_191447/105449903/2222_59969	CM010578.1	19596448	19597746
m54284U_210115_155325/45810357/45489_98167	CM010578.1	19603066	19603197
m54284U_210115_155325/26543294/1062_68834	CM010578.1	19629544	19629809
m54284U_210115_155325/130287811/29417_48309	CM010578.1	19635645	19635778
m54284U_210114_191447/67569560/11956_40386	CM010578.1	19678628	19678991
m54284U_210115_155325/7669558/0_36738	CM010578.1	19864036	19864610
m54284U_210115_155325/151716590/55278_114721	CM010578.1	19942899	19945675
m54284U_210115_155325/151716590/0_55234	CM010578.1	19945622	19945675
m54284U_210115_155325/110495444/63950_81527	CM010578.1	20131597	20132641
m54284U_210114_191447/163579627/0_50324	CM010578.1	20192783	20192789
m54284U_210115_155325/86114450/0_60900	CM010578.1	20199063	20199257
m54284U_210114_191447/136316596/0_45019	CM010578.1	20205010	20205060
m54284U_210115_155325/13633972/0_37768	CM010578.1	20211466	20212429
m54284U_210114_191447/140446346/20679_64041	CM010578.1	20212243	20212399
m54284U_210114_191447/154272106/11593_61818	CM010578.1	20220274	20224588
m54284U_210114_191447/154272106/61869_102868	CM010578.1	20220274	20224588
m54284U_210115_155325/77399958/0_68003	CM010578.1	20270473	20270507
m54284U_210115_155325/102631047/54179_112081	CM010578.1	20291302	20291516
m54284U_210115_155325/73729262/34251_63208	CM010578.1	20554320	20555102
m54284U_210115_155325/142672996/0_20223	CM010578.1	20589850	20591488
m54284U_210114_191447/3736023/9438_45573	CM010578.1	20819870	20820477
m54284U_210114_191447/120916152/13663_54324	CM010578.1	20849531	20849546
m54284U_210115_155325/162791600/21269_62739	CM010578.1	20896414	20896435
m54284U_210114_191447/149094406/103210_156825	CM010578.1	20989152	20989171
m54284U_210114_191447/131204361/21519_50990	CM010578.1	21041321	21041764
m54284U_210114_191447/92801272/0_34202	CM010578.1	21202934	21203076
m54284U_210115_155325/2687591/25787_93438	CM010578.1	21237097	21237555
m54284U_210115_155325/2687591/93489_120294	CM010578.1	21237200	21237674
m54284U_210114_191447/128058468/0_53450	CM010578.1	21241707	21242803
m54284U_210114_191447/12714670/45111_110013	CM010578.1	21261248	21262016
m54284U_210115_155325/138545714/0_37456	CM010578.1	21329136	21329139
m54284U_210114_191447/155844647/49917_104397	CM010578.1	21349364	21349419
m54284U_210115_155325/77398769/0_22243	CM010578.1	21350087	21350100
m54284U_210115_155325/94701382/31645_69471	CM010578.1	21352422	21352691
m54284U_210115_155325/47448929/81478_118459	CM010578.1	21397825	21398983
m54284U_210115_155325/85131436/91090_142052	CM010578.1	21434756	21434853
m54284U_210114_191447/162136518/61606_80572	CM010578.1	21436959	21437453
m54284U_210115_155325/172819465/0_32698	CM010578.1	21534624	21534944
m54284U_210115_155325/77922440/57043_86267	CM010578.1	21546649	21546796
m54284U_210115_155325/127928128/0_25739	CM010578.1	21546649	21546796
m54284U_210114_191447/38928487/86793_132599	CM010578.1	21597809	21598326
m54284U_210114_191447/38928487/0_86749	CM010578.1	21597814	21598326
m54284U_210115_155325/83100369/3505_47316	CM010578.1	21616315	21616669
m54284U_210115_155325/83100369/47365_59422	CM010578.1	21616669	21616765
m54284U_210114_191447/66257270/0_26402	CM010578.1	21619625	21619939
m54284U_210114_191447/120260270/56071_98295	CM010578.1	21620779	21621201
m54284U_210114_191447/178259764/0_20465	CM010578.1	21623558	21623971
m54284U_210115_155325/51643206/0_38618	CM010578.1	21624000	21624241
m54284U_210115_155325/124454665/0_49454	CM010578.1	21777821	21778389
m54284U_210114_191447/151192416/0_50170	CM010578.1	21801379	21801995
m54284U_210115_155325/54855922/0_28480	CM010578.1	21832085	21832326
m54284U_210114_191447/91228815/0_20982	CM010578.1	21848533	21851123
m54284U_210114_191447/16516848/44804_65243	CM010578.1	21855729	21855843
m54284U_210114_191447/16516848/0_44760	CM010578.1	21855729	21855855
m54284U_210115_155325/146344618/16194_52625	CM010578.1	21908875	21908920
m54284U_210115_155325/59181607/0_35727	CM010578.1	21921927	21922847
m54284U_210115_155325/98436339/4236_58286	CM010578.1	21928098	21928303
m54284U_210114_191447/126945657/72446_124396	CM010578.1	21946875	21947133
m54284U_210114_191447/103220856/17939_74903	CM010578.1	21982331	21982649
m54284U_210114_191447/103219732/0_23817	CM010578.1	22134270	22134682
m54284U_210115_155325/33620088/6785_75871	CM010578.1	22138399	22138591
m54284U_210114_191447/33424003/0_83831	CM010578.1	22194363	22194987
m54284U_210114_191447/59705634/0_55950	CM010578.1	22194611	22194987
m54284U_210115_155325/167117356/107423_153466	CM010578.1	22208673	22209272
m54284U_210115_155325/76940057/62463_89337	CM010578.1	22363969	22364182
m54284U_210115_155325/93390234/0_51913	CM010578.1	22363969	22364182
m54284U_210115_155325/76940057/89382_144055	CM010578.1	22363969	22364182
m54284U_210115_155325/132777285/0_59741	CM010578.1	22364182	22364570
m54284U_210114_191447/155714048/26335_81380	CM010578.1	22434916	22435561
m54284U_210115_155325/175179208/77078_126308	CM010578.1	22527151	22527172
m54284U_210115_155325/162464601/36317_74253	CM010578.1	22533966	22534293
m54284U_210115_155325/162464601/74296_112885	CM010578.1	22533966	22534293
m54284U_210114_191447/90047291/7418_33858	CM010578.1	22674758	22675285
m54284U_210114_191447/155453216/30166_89271	CM010578.1	22730707	22730940
m54284U_210115_155325/21432487/0_38763	CM010578.1	22741982	22742258
m54284U_210114_191447/150603552/53107_66977	CM010578.1	22766905	22767294
m54284U_210115_155325/66912496/37021_117449	CM010578.1	22803371	22803953
m54284U_210115_155325/156108085/0_44751	CM010578.1	22855956	22856235
m54284U_210114_191447/41485868/10805_48782	CM010578.1	22884265	22887153
m54284U_210115_155325/179702589/20167_62412	CM010578.1	22898029	22898111
m54284U_210114_191447/63310200/14353_84270	CM010578.1	22899144	22899483
m54284U_210115_155325/177210805/0_78834	CM010578.1	22943905	22943939
m54284U_210115_155325/15861481/0_40957	CM010578.1	23022161	23022342
m54284U_210115_155325/97519440/68680_89398	CM010578.1	23032914	23032978
m54284U_210115_155325/162269219/70967_111457	CM010578.1	23036629	23037419
m54284U_210115_155325/162269219/28200_70920	CM010578.1	23036629	23037419
m54284U_210114_191447/24838708/0_35221	CM010578.1	23041897	23041906
m54284U_210114_191447/75565409/130391_168153	CM010578.1	23109896	23111341
m54284U_210114_191447/75565409/46193_88127	CM010578.1	23109896	23111341
m54284U_210114_191447/75565409/88172_130347	CM010578.1	23115691	23116506
m54284U_210114_191447/75565409/12930_46149	CM010578.1	23116506	23116515
m54284U_210115_155325/69206655/64445_97074	CM010578.1	23210558	23211866
m54284U_210115_155325/69206655/97128_158689	CM010578.1	23210558	23211906
m54284U_210115_155325/54068123/79710_140541	CM010578.1	23214442	23214629
m54284U_210115_155325/125698746/0_38212	CM010578.1	23256837	23257612
m54284U_210115_155325/5244922/55111_111867	CM010578.1	23263231	23263507
m54284U_210114_191447/55772535/11159_40830	CM010578.1	23270434	23270742
m54284U_210115_155325/86903200/20468_67404	CM010578.1	23272201	23272205
m54284U_210114_191447/29951241/1657_65858	CM010578.1	23298764	23298938
m54284U_210115_155325/97847459/0_68062	CM010578.1	23485190	23485196
m54284U_210114_191447/87818335/37744_76892	CM010578.1	23500398	23500652
m54284U_210114_191447/87818335/0_37699	CM010578.1	23500548	23500652
m54284U_210115_155325/105381939/0_75062	CM010578.1	23581998	23582540
m54284U_210115_155325/106627162/47068_95356	CM010578.1	23601976	23602080
m54284U_210114_191447/115147186/4208_101774	CM010578.1	23659362	23659580
m54284U_210114_191447/111346952/65021_97635	CM010578.1	23724423	23724755
m54284U_210114_191447/45679409/552_45801	CM010578.1	23732677	23733105
m54284U_210114_191447/78776588/42234_90862	CM010578.1	23738752	23740049
m54284U_210115_155325/69995266/9393_46984	CM010578.1	23796728	23798451
m54284U_210115_155325/41485403/8551_46514	CM010578.1	23806065	23806826
m54284U_210115_155325/117245212/1538_39869	CM010578.1	23806137	23806826
m54284U_210114_191447/163775520/0_45084	CM010578.1	23808892	23810144
m54284U_210114_191447/123931076/74883_105979	CM010578.1	23836850	23837735
m54284U_210114_191447/55314976/0_41754	CM010578.1	23854079	23854118
m54284U_210114_191447/144967771/0_31998	CM010578.1	23856620	23859010
m54284U_210115_155325/144573650/0_41703	CM010578.1	23872774	23873132
m54284U_210114_191447/130023882/0_15883	CM010578.1	23901010	23901268
m54284U_210115_155325/76745448/81408_127110	CM010578.1	24065858	24066522
m54284U_210114_191447/13960451/15372_45274	CM010578.1	24176927	24177068
