read_name	chromosome	breakpoint_left	breakpoint_right
m54284U_200808_195421/42730718/1409_29007	CM010570.1	10634035	10634078
m54284U_210113_224850/103680461/56010_89055	CM010570.1	10668613	10669325
m54284U_210113_224850/103680461/0_55965	CM010570.1	10668871	10669325
m54284U_200909_233417/61473151/0_20904	CM010570.1	10678730	10678884
m54284U_200909_233417/4589924/5044_30663	CM010570.1	10737952	10738606
m54284U_210113_224850/132646660/0_72425	CM010570.1	10746305	10746523
m54284U_210113_224850/14353876/0_40766	CM010570.1	10756284	10756308
m54284U_200808_195421/102696871/0_42657	CM010570.1	10777756	10778323
m54284U_200909_233417/175767561/0_42083	CM010570.1	10780648	10780840
m54284U_200909_233417/175767561/42127_88659	CM010570.1	10780648	10780840
m54284U_200909_233417/99615404/58473_93546	CM010570.1	10936482	10936631
m54284U_200808_195421/166528479/0_17002	CM010570.1	10947741	10948040
m54284U_200808_195421/166528479/17052_36018	CM010570.1	10947741	10948040
m54284U_200808_195421/34865650/3356_34912	CM010570.1	10948340	10948355
m54284U_210113_224850/104792923/0_76575	CM010570.1	10989242	10989275
m54284U_210113_224850/148570734/1434_21435	CM010570.1	11053022	11053166
m54284U_200909_233417/76547064/0_54011	CM010570.1	11136434	11136970
m54284U_200909_233417/167315654/0_29718	CM010570.1	11156088	11157509
m54284U_200808_195421/94306857/0_51117	CM010570.1	11192469	11192792
m54284U_200909_233417/115934222/0_16710	CM010570.1	11231346	11231686
m54284U_210113_224850/6425320/0_47523	CM010570.1	11269733	11271523
m54284U_200909_233417/97191843/0_25541	CM010570.1	11396696	11397766
m54284U_200808_195421/27394335/0_21966	CM010570.1	11511025	11511041
m54284U_200909_233417/170919042/62487_95892	CM010570.1	11540646	11540679
m54284U_200909_233417/170919042/0_62443	CM010570.1	11540653	11541112
m54284U_200808_195421/166660869/0_8847	CM010570.1	11541112	11542045
m54284U_200909_233417/133300938/0_39793	CM010570.1	11560327	11560520
m54284U_210113_224850/143852867/0_19672	CM010570.1	11577640	11577999
m54284U_210113_224850/61538330/0_43795	CM010570.1	11633345	11633692
m54284U_210113_224850/40829511/12952_34143	CM010570.1	11641474	11641895
m54284U_200909_233417/145230594/0_39622	CM010570.1	11694307	11694670
m54284U_210113_224850/34736986/0_40616	CM010570.1	11694307	11694537
m54284U_200808_195421/4784558/0_25493	CM010570.1	11705910	11706191
m54284U_200808_195421/127731864/0_50024	CM010570.1	11737554	11737829
m54284U_200909_233417/90047079/87287_132170	CM010570.1	11799570	11799855
m54284U_200909_233417/90047079/42750_87241	CM010570.1	11799855	11800126
m54284U_200909_233417/90047079/0_42703	CM010570.1	11799855	11800261
m54284U_200909_233417/90047079/132215_153827	CM010570.1	11799855	11800126
m54284U_210113_224850/20316311/0_52993	CM010570.1	11876283	11876337
m54284U_210113_224850/100731635/36568_70662	CM010570.1	11906760	11906893
m54284U_210113_224850/100731635/8924_36524	CM010570.1	11906760	11906893
m54284U_210113_224850/9112244/0_22357	CM010570.1	11965613	11965949
m54284U_200909_233417/64553654/0_28947	CM010570.1	12005406	12005529
m54284U_200808_195421/95159410/0_55794	CM010570.1	12036202	12036286
m54284U_200909_233417/138152185/0_37279	CM010570.1	12108352	12108807
m54284U_210113_224850/29558449/0_34878	CM010570.1	12328589	12329474
m54284U_200909_233417/16909134/1573_49639	CM010570.1	12334229	12334516
m54284U_200808_195421/64095352/0_60503	CM010570.1	12380958	12385194
m54284U_210113_224850/69601903/15967_54061	CM010570.1	12671505	12671788
m54284U_210113_224850/77857859/0_37774	CM010570.1	12788818	12788988
m54284U_210113_224850/77857859/77143_116185	CM010570.1	12789018	12789545
m54284U_210113_224850/77857859/37818_77096	CM010570.1	12789018	12789545
m54284U_210113_224850/77857859/116230_133866	CM010570.1	12789819	12790420
m54284U_200909_233417/130484100/0_54851	CM010570.1	12922955	12922994
m54284U_200808_195421/263474/4524_28891	CM010570.1	12938058	12939672
m54284U_200909_233417/178324157/0_28818	CM010570.1	12953210	12953424
m54284U_200909_233417/27199204/5529_73025	CM010570.1	12984268	12985311
m54284U_200909_233417/33819346/0_39431	CM010570.1	13234065	13234246
m54284U_200808_195421/102434278/6371_37636	CM010570.1	13581574	13582916
m54284U_200808_195421/36702367/19411_64540	CM010570.1	13679575	13679827
m54284U_210113_224850/146213099/0_27914	CM010570.1	13860800	13860941
m54284U_200808_195421/139462597/5799_37028	CM010570.1	14172620	14172807
m54284U_200909_233417/78381536/0_16024	CM010570.1	14187663	14187680
m54284U_200808_195421/168102460/0_80419	CM010570.1	14353754	14358355
m54284U_200808_195421/66716349/78577_149667	CM010570.1	14401765	14403509
m54284U_200808_195421/66716349/21231_78528	CM010570.1	14401842	14401869
m54284U_200909_233417/7667861/36374_76553	CM010570.1	14462053	14465347
m54284U_200909_233417/150604321/0_49799	CM010570.1	15137672	15137836
m54284U_200808_195421/120193551/0_65170	CM010570.1	15171415	15171769
m54284U_210113_224850/102435089/0_46734	CM010570.1	15182087	15182471
m54284U_200909_233417/84805807/0_28385	CM010570.1	15466798	15467389
m54284U_210113_224850/163252175/60166_112165	CM010570.1	15485631	15487409
m54284U_210113_224850/7538875/0_59993	CM010570.1	15500413	15500442
m54284U_200909_233417/13172884/0_57845	CM010570.1	15504786	15506195
m54284U_200808_195421/162597405/0_96425	CM010570.1	15623720	15624264
m54284U_200808_195421/121569782/0_38859	CM010570.1	15677392	15677776
m54284U_200808_195421/163514543/0_66997	CM010570.1	15828828	15830301
m54284U_200909_233417/45942900/0_49717	CM010570.1	16596747	16597107
m54284U_210113_224850/130353141/49998_77270	CM010570.1	16598810	16598929
m54284U_200909_233417/58526436/0_44862	CM010570.1	16599113	16599800
m54284U_210113_224850/130353141/0_23986	CM010570.1	16599113	16599800
m54284U_210113_224850/137955327/0_23372	CM010570.1	16656186	16656234
m54284U_210113_224850/81330407/0_36354	CM010570.1	16756700	16756775
m54284U_210113_224850/147128426/0_9336	CM010570.1	16860124	16860340
m54284U_200909_233417/117506367/64303_131366	CM010570.1	16918792	16919697
m54284U_200909_233417/119799921/0_41677	CM010570.1	18153406	18153930
m54284U_210113_224850/95028085/417_12639	CM010570.1	18803137	18803154
m54284U_200909_233417/145557002/0_43942	CM010570.1	19206610	19207937
m54284U_210113_224850/135268700/0_33121	CM010570.1	19688468	19689876
m54284U_210113_224850/166658048/0_26656	CM010571.1	8193576	8194132
m54284U_210113_224850/173998640/0_52259	CM010571.1	8525200	8525389
m54284U_200909_233417/104203893/0_50024	CM010571.1	8712381	8712518
m54284U_210113_224850/37160034/0_60674	CM010571.1	8802513	8803215
m54284U_210113_224850/51579712/0_70446	CM010571.1	8905497	8906778
m54284U_200909_233417/94438095/156533_180634	CM010571.1	8906778	8907050
m54284U_200909_233417/94438095/50634_85453	CM010571.1	8907217	8907800
m54284U_200909_233417/94438095/121180_156488	CM010571.1	8907217	8907800
m54284U_200909_233417/94438095/85497_121132	CM010571.1	8907803	8907810
m54284U_200909_233417/47972513/0_84208	CM010571.1	9257312	9257784
m54284U_200808_195421/134547585/69351_133159	CM010571.1	9346490	9346721
m54284U_200808_195421/134547585/17259_69304	CM010571.1	9346721	9346814
m54284U_200808_195421/149881882/0_27719	CM010571.1	9634684	9635395
m54284U_200808_195421/39454173/0_35162	CM010571.1	9698853	9699145
m54284U_200808_195421/180291792/0_39610	CM010571.1	9765561	9765735
m54284U_210113_224850/23922471/27772_61753	CM010571.1	9821537	9821790
m54284U_200909_233417/77529653/20108_46527	CM010571.1	9859911	9860011
m54284U_200909_233417/72155519/0_53582	CM010571.1	9889721	9890825
m54284U_200909_233417/83625301/5075_17702	CM010571.1	9942984	9943801
m54284U_210113_224850/176424883/0_56901	CM010571.1	9987462	9987557
m54284U_200909_233417/19334456/15489_49301	CM010571.1	9992151	9992437
m54284U_200808_195421/43189874/3874_44322	CM010571.1	10054528	10054663
m54284U_200808_195421/96930392/0_27841	CM010571.1	10054809	10054915
m54284U_210113_224850/59311447/0_11838	CM010571.1	10054809	10054830
m54284U_210113_224850/132123405/0_23936	CM010571.1	10054973	10055204
m54284U_200909_233417/106563685/0_53724	CM010571.1	10072855	10073668
m54284U_210113_224850/173017362/0_39364	CM010571.1	10126803	10127019
m54284U_210113_224850/163973686/0_39990	CM010571.1	10238744	10238877
m54284U_210113_224850/26018281/0_19731	CM010571.1	10239328	10239414
m54284U_200909_233417/120326062/0_64199	CM010571.1	10288757	10289419
m54284U_200808_195421/47384260/0_19260	CM010571.1	10411582	10411875
m54284U_200808_195421/27069256/0_42761	CM010571.1	10417283	10417384
m54284U_210113_224850/147914890/0_35362	CM010571.1	10436414	10436542
m54284U_200808_195421/166529620/0_23469	CM010571.1	10597735	10597770
m54284U_200808_195421/97847089/0_20484	CM010571.1	10633905	10634630
m54284U_200909_233417/52232438/1068_28417	CM010571.1	10676277	10676892
m54284U_200909_233417/96076153/0_50776	CM010571.1	10680303	10682354
m54284U_200909_233417/143458449/42877_87953	CM010571.1	10741301	10742016
m54284U_200909_233417/143458449/1283_42832	CM010571.1	10742016	10742894
m54284U_200909_233417/143919710/0_21174	CM010571.1	10788099	10788220
m54284U_210113_224850/79759183/0_51236	CM010571.1	10805650	10806248
m54284U_210113_224850/71894043/0_33744	CM010571.1	10822794	10823423
m54284U_210113_224850/20776495/83642_107946	CM010571.1	10878868	10879144
m54284U_210113_224850/75827380/0_28966	CM010571.1	10882708	10883197
m54284U_200909_233417/71501019/0_30133	CM010571.1	10916453	10916818
m54284U_210113_224850/78382581/0_32822	CM010571.1	11104892	11104916
m54284U_210113_224850/84937324/0_71987	CM010571.1	11124699	11124817
m54284U_200909_233417/120194334/0_18634	CM010571.1	11169965	11171374
m54284U_200909_233417/54920159/0_62486	CM010571.1	11342211	11342230
m54284U_200909_233417/123143393/0_35506	CM010571.1	11384512	11384597
m54284U_200808_195421/167840101/0_43781	CM010571.1	11443664	11443730
m54284U_200808_195421/167840101/43826_76781	CM010571.1	11443730	11444077
m54284U_210113_224850/64815811/0_37705	CM010571.1	11456285	11456948
m54284U_200808_195421/58655600/0_44848	CM010571.1	11502240	11503119
m54284U_200808_195421/102172053/0_24811	CM010571.1	11543096	11543932
m54284U_200808_195421/41290416/0_59565	CM010571.1	11546826	11546976
m54284U_200808_195421/27526764/832_37985	CM010571.1	11584623	11584769
m54284U_210113_224850/72550363/22096_68272	CM010571.1	11748317	11748629
m54284U_210113_224850/143263116/0_25670	CM010571.1	11861245	11862231
m54284U_200909_233417/77791889/0_37233	CM010571.1	11928958	11929100
m54284U_200909_233417/18023009/0_62270	CM010571.1	11938869	11939686
m54284U_200909_233417/95683415/0_82627	CM010571.1	11944049	11944170
m54284U_200808_195421/2360291/0_56896	CM010571.1	12080964	12081465
m54284U_200909_233417/3803178/0_33937	CM010571.1	12127025	12127489
m54284U_210113_224850/162466625/0_37775	CM010571.1	12129983	12130895
m54284U_200909_233417/96076333/0_46723	CM010571.1	12242444	12242501
m54284U_200909_233417/40634935/0_27280	CM010571.1	12429500	12429751
m54284U_200808_195421/127861165/3253_36982	CM010571.1	12537036	12537136
m54284U_200909_233417/115739034/0_34000	CM010571.1	12599348	12599459
m54284U_210113_224850/141756889/13669_56785	CM010571.1	12601157	12601371
m54284U_210113_224850/141756889/56829_116355	CM010571.1	12601371	12601788
m54284U_210113_224850/11077762/0_29120	CM010571.1	12606617	12606886
m54284U_200909_233417/24511287/0_38844	CM010571.1	12756026	12756088
m54284U_200808_195421/1048634/0_37002	CM010571.1	12784378	12784384
m54284U_200909_233417/48498198/0_67331	CM010571.1	12784827	12785457
m54284U_200808_195421/172951354/16867_43313	CM010571.1	12839086	12839120
m54284U_200808_195421/15796706/0_21465	CM010571.1	13111154	13111698
m54284U_200909_233417/102368043/72883_117689	CM010571.1	13122722	13122816
m54284U_200909_233417/102368043/42906_72822	CM010571.1	13122722	13122816
m54284U_200808_195421/132907444/140135_172675	CM010571.1	13122816	13123612
m54284U_200808_195421/163251543/24266_60208	CM010571.1	13307423	13308169
m54284U_210113_224850/7078000/0_62638	CM010571.1	13428532	13429140
m54284U_200909_233417/159910492/0_17022	CM010571.1	13518543	13521289
m54284U_210113_224850/162727636/0_44170	CM010571.1	13535278	13535678
m54284U_200909_233417/29755193/11729_32670	CM010571.1	13775548	13776089
m54284U_210113_224850/72812689/0_30562	CM010571.1	13777250	13777255
m54284U_200808_195421/38602214/0_38415	CM010571.1	13852195	13852608
m54284U_210113_224850/131728397/0_67517	CM010571.1	14029768	14030647
m54284U_200808_195421/118294451/0_12771	CM010571.1	14171132	14171217
m54284U_200909_233417/124192451/0_54625	CM010571.1	14234185	14234240
m54284U_210113_224850/111086047/0_96979	CM010571.1	14243523	14243693
m54284U_200808_195421/173607241/20862_63819	CM010571.1	14345506	14346003
m54284U_210113_224850/154468851/0_61670	CM010571.1	14346003	14346236
m54284U_200808_195421/65143520/0_30331	CM010571.1	14349157	14349422
m54284U_210113_224850/97846145/7026_24595	CM010571.1	14466784	14467531
m54284U_200808_195421/89459120/0_38226	CM010571.1	14511128	14511656
m54284U_200808_195421/120848421/0_79802	CM010571.1	14518169	14518515
m54284U_200808_195421/138151126/0_35666	CM010571.1	14595981	14597168
m54284U_200909_233417/147128814/0_25550	CM010571.1	14612718	14612756
m54284U_210113_224850/37815059/0_32387	CM010571.1	14692340	14692977
m54284U_210113_224850/19858294/0_16128	CM010571.1	14698200	14698860
m54284U_200808_195421/59835219/0_40009	CM010571.1	14709124	14709977
m54284U_200909_233417/95617203/0_54579	CM010571.1	14880790	14880841
m54284U_200909_233417/166331930/0_52093	CM010571.1	14943499	14943636
m54284U_200808_195421/88147885/0_57789	CM010571.1	14960638	14960746
m54284U_200808_195421/165807979/0_28768	CM010571.1	15080261	15081125
m54284U_200808_195421/165807979/59982_91020	CM010571.1	15081125	15081692
m54284U_200808_195421/165807979/28814_59940	CM010571.1	15081692	15082108
m54284U_200808_195421/157813524/0_32839	CM010571.1	15111548	15112034
m54284U_200808_195421/102171539/0_52823	CM010571.1	15247143	15248085
m54284U_200808_195421/110232755/0_28617	CM010571.1	15259017	15259485
m54284U_210113_224850/108464746/0_63358	CM010571.1	15286054	15286412
m54284U_210113_224850/60883472/27802_36424	CM010571.1	15325053	15325125
m54284U_210113_224850/60883472/0_27758	CM010571.1	15325231	15325651
m54284U_200909_233417/100010486/28633_88412	CM010571.1	15341062	15341079
m54284U_200909_233417/125632742/0_28587	CM010571.1	15438496	15439818
m54284U_210113_224850/155781675/0_45167	CM010571.1	15547890	15548079
m54284U_200808_195421/179307953/0_65505	CM010571.1	15710625	15710682
m54284U_210113_224850/173409549/0_48902	CM010571.1	15721695	15723191
m54284U_200909_233417/97648876/0_27102	CM010571.1	15739326	15740139
m54284U_200909_233417/20383798/0_17190	CM010571.1	15982225	15982400
m54284U_200808_195421/121307637/3143_35255	CM010571.1	16019682	16020792
m54284U_200808_195421/19989056/0_31338	CM010571.1	16122381	16124431
m54284U_210113_224850/5048277/0_28954	CM010571.1	16133983	16134042
m54284U_200808_195421/91163440/67194_89242	CM010571.1	16134785	16136016
m54284U_200808_195421/91163440/38303_67141	CM010571.1	16136016	16136558
m54284U_200808_195421/175112965/0_58665	CM010571.1	16201066	16201295
m54284U_210113_224850/129958084/0_53640	CM010571.1	16264613	16267033
m54284U_200808_195421/23331942/9191_30281	CM010571.1	16293147	16293155
m54284U_200909_233417/178652468/0_25229	CM010571.1	16328071	16328745
m54284U_200808_195421/67307793/14971_43249	CM010571.1	16578266	16579264
m54284U_210113_224850/55184079/0_13438	CM010571.1	16586659	16587177
m54284U_200909_233417/80086301/0_32647	CM010571.1	16603208	16603252
m54284U_200909_233417/32705233/0_20596	CM010571.1	16695291	16696934
m54284U_200909_233417/25626829/3237_41872	CM010571.1	16701487	16701622
m54284U_210113_224850/19464834/0_43774	CM010571.1	16706482	16707040
m54284U_200808_195421/16516372/0_49848	CM010571.1	16735317	16735652
m54284U_210113_224850/2884859/18417_56921	CM010571.1	16736364	16736961
m54284U_200909_233417/118426123/0_23781	CM010571.1	16882294	16882309
m54284U_200808_195421/159058255/0_35588	CM010571.1	16892348	16893164
m54284U_210113_224850/172623570/0_23539	CM010571.1	16918896	16919027
m54284U_210113_224850/158860529/0_88086	CM010571.1	16973321	16975687
m54284U_200808_195421/61867821/0_45921	CM010571.1	16979347	16979355
m54284U_200909_233417/152109199/0_19906	CM010571.1	17023837	17024573
m54284U_210113_224850/53676879/49179_96721	CM010571.1	17041670	17041922
m54284U_210113_224850/53676879/9238_49132	CM010571.1	17041670	17041922
m54284U_210113_224850/122945917/0_20994	CM010571.1	17112552	17113373
m54284U_200909_233417/161677439/0_71500	CM010571.1	17114257	17115185
m54284U_200909_233417/161677439/71546_91117	CM010571.1	17117737	17117741
m54284U_200909_233417/102566647/0_30397	CM010571.1	17118249	17119171
m54284U_200808_195421/15664221/0_36525	CM010571.1	17124684	17125570
m54284U_210113_224850/95816510/0_28116	CM010571.1	17134403	17134451
m54284U_210113_224850/148701817/0_29474	CM010571.1	17144121	17145191
m54284U_200909_233417/67764822/0_23233	CM010571.1	17146675	17147044
m54284U_210113_224850/76415363/0_68187	CM010571.1	17148429	17150018
m54284U_200808_195421/119473141/0_42788	CM010571.1	17153232	17153570
m54284U_200909_233417/6948389/0_105883	CM010571.1	17173700	17173981
m54284U_200808_195421/124715595/92222_124416	CM010571.1	17185727	17186847
m54284U_200808_195421/149030812/39160_86221	CM010571.1	17198621	17199878
m54284U_210113_224850/28443416/0_35043	CM010571.1	17243366	17244202
m54284U_200909_233417/57999466/0_38866	CM010571.1	17305298	17305862
m54284U_200909_233417/84543617/0_42252	CM010571.1	17441012	17441062
m54284U_200909_233417/154273579/0_24288	CM010571.1	17524466	17526316
m54284U_200909_233417/8522485/2193_89146	CM010571.1	17590163	17590464
m54284U_200808_195421/12781959/0_28583	CM010571.1	17609386	17609546
m54284U_210113_224850/28640955/0_32457	CM010571.1	17609386	17609706
m54284U_200808_195421/1246117/0_24854	CM010571.1	17640717	17640981
m54284U_210113_224850/100795240/6077_21346	CM010571.1	17705041	17705253
m54284U_200909_233417/176554025/0_16453	CM010571.1	17705709	17706392
m54284U_200909_233417/29427887/28054_82367	CM010571.1	17745611	17747193
m54284U_200808_195421/131203910/0_95442	CM010571.1	17796506	17798051
m54284U_200808_195421/107349363/0_32360	CM010571.1	17813790	17814059
m54284U_200909_233417/138218049/0_72580	CM010571.1	17857581	17857699
m54284U_200909_233417/38994675/0_60018	CM010571.1	17874866	17874884
m54284U_200909_233417/139657779/183351_194222	CM010571.1	18128035	18128919
m54284U_200909_233417/79824051/0_37486	CM010571.1	18128035	18128919
m54284U_200909_233417/139657779/149835_183306	CM010571.1	18128919	18129710
m54284U_200909_233417/79824051/37532_76780	CM010571.1	18128919	18129710
m54284U_200909_233417/139657779/83353_116715	CM010571.1	18129710	18129746
m54284U_210113_224850/10028476/0_58907	CM010571.1	18144361	18146213
m54284U_210113_224850/66125925/0_22972	CM010571.1	18225870	18226126
m54284U_200909_233417/177539856/4635_34570	CM010571.1	18231051	18231474
m54284U_210113_224850/78842596/0_67659	CM010571.1	18279730	18279888
m54284U_210113_224850/45876518/107638_144826	CM010571.1	18407354	18409278
m54284U_210113_224850/45876518/11462_35853	CM010571.1	18407354	18409190
m54284U_210113_224850/45876518/35898_69423	CM010571.1	18407354	18409190
m54284U_200808_195421/126617236/0_41901	CM010571.1	18470133	18470475
m54284U_200808_195421/162791456/12699_48207	CM010571.1	18472875	18473067
m54284U_200909_233417/37291288/4255_46764	CM010571.1	18493498	18493684
m54284U_210113_224850/165873432/30697_63689	CM010571.1	18603725	18603935
m54284U_210113_224850/165873432/63734_85818	CM010571.1	18603725	18603935
m54284U_210113_224850/165873432/0_30654	CM010571.1	18603935	18604396
m54284U_200808_195421/35849456/0_52876	CM010571.1	18647110	18647541
m54284U_200909_233417/1116607/0_24005	CM010571.1	18666658	18667061
m54284U_200808_195421/94046557/0_56558	CM010571.1	18751623	18752260
m54284U_210113_224850/77988879/0_26144	CM010571.1	18751623	18752260
m54284U_200808_195421/122357603/15206_32288	CM010571.1	18752260	18754357
m54284U_200909_233417/124716394/0_34492	CM010571.1	18801999	18803184
m54284U_200909_233417/134548048/0_57112	CM010571.1	19123567	19123883
m54284U_200909_233417/68944312/9945_52498	CM010571.1	19160521	19161026
m54284U_210113_224850/152569542/0_20684	CM010571.1	19161026	19161081
m54284U_200808_195421/120325183/6098_46778	CM010571.1	19264499	19266009
m54284U_200909_233417/5701776/0_57527	CM010571.1	19280834	19281955
m54284U_200909_233417/125895332/0_60745	CM010571.1	19316119	19317722
m54284U_210113_224850/151454892/0_90909	CM010571.1	19350517	19350710
m54284U_200808_195421/67960936/0_27296	CM010571.1	19396572	19397760
m54284U_200808_195421/32637662/0_17871	CM010571.1	19536679	19538216
m54284U_200909_233417/126289530/0_29066	CM010571.1	19551711	19552898
m54284U_210113_224850/128648731/0_57851	CM010571.1	19602990	19603274
m54284U_210113_224850/105056024/0_47285	CM010571.1	19618635	19618651
m54284U_200909_233417/174392523/0_28782	CM010571.1	19673078	19673257
m54284U_200808_195421/63308496/0_40485	CM010571.1	19691472	19691888
m54284U_200909_233417/155452952/0_67618	CM010571.1	19693211	19693382
m54284U_200808_195421/131336510/0_59445	CM010571.1	19752656	19753046
m54284U_200909_233417/41289269/0_21473	CM010571.1	19829632	19829777
m54284U_210113_224850/167445596/0_19458	CM010571.1	19838732	19839375
m54284U_200808_195421/7932347/0_38850	CM010571.1	19915706	19915755
m54284U_210113_224850/15009496/0_27356	CM010571.1	19919796	19927648
m54284U_200909_233417/114755367/0_68237	CM010571.1	19958255	19958266
m54284U_200909_233417/133562810/0_35895	CM010571.1	20062784	20063132
m54284U_200808_195421/74712434/0_62611	CM010571.1	20063132	20064224
m54284U_200808_195421/83101534/0_15462	CM010571.1	20159203	20159483
m54284U_210113_224850/62652489/0_31022	CM010571.1	20162578	20163194
m54284U_200808_195421/82706957/0_37611	CM010571.1	20173821	20174792
m54284U_200909_233417/170592303/4404_54244	CM010571.1	20236463	20237040
m54284U_200808_195421/129171507/0_19375	CM010571.1	20298671	20299221
m54284U_200909_233417/69533849/0_35955	CM010571.1	20298671	20299221
m54284U_200808_195421/163972293/134071_163609	CM010571.1	20356213	20356923
m54284U_200808_195421/163972293/0_66416	CM010571.1	20356923	20356992
m54284U_210113_224850/168297616/0_25202	CM010571.1	20408108	20408587
m54284U_210113_224850/142870019/0_34636	CM010571.1	20471408	20471658
m54284U_200909_233417/29231533/0_36871	CM010571.1	20481862	20482032
m54284U_200909_233417/38669132/474_57048	CM010571.1	20552127	20552333
m54284U_200909_233417/109644000/1431_34050	CM010571.1	20628622	20628968
m54284U_200808_195421/21563604/0_63537	CM010571.1	20634793	20635839
m54284U_210113_224850/32705048/0_75063	CM010571.1	20636066	20636275
m54284U_200808_195421/47253788/2766_63953	CM010571.1	20647723	20648369
m54284U_210113_224850/76614229/0_57216	CM010571.1	20694236	20694253
m54284U_200909_233417/117572365/6400_39588	CM010571.1	20694284	20694608
m54284U_200909_233417/78775708/32093_64390	CM010571.1	20767282	20767309
m54284U_210113_224850/120785441/4726_30627	CM010571.1	20841320	20843282
m54284U_210113_224850/145752394/31063_60939	CM010571.1	20850699	20850783
m54284U_200909_233417/28248747/0_21943	CM010571.1	20863215	20863279
m54284U_200909_233417/167446634/0_107135	CM010571.1	21021208	21021215
m54284U_200909_233417/167446634/107179_128822	CM010571.1	21021323	21021515
m54284U_210113_224850/84215634/0_28034	CM010571.1	21051785	21051837
m54284U_200808_195421/153552295/0_11351	CM010571.1	21381419	21382713
m54284U_200808_195421/128909426/0_43117	CM010571.1	21413961	21414275
m54284U_210113_224850/68550715/0_71292	CM010571.1	21421291	21421400
m54284U_200909_233417/3606933/0_36654	CM010571.1	21429350	21430345
m54284U_210113_224850/103613487/22005_51004	CM010571.1	21446849	21447078
m54284U_200808_195421/140247911/25135_37680	CM010571.1	21514580	21514893
m54284U_200909_233417/25495592/0_22548	CM010571.1	21535388	21535607
m54284U_200808_195421/145948977/0_29371	CM010571.1	21660844	21661180
m54284U_200808_195421/140837920/0_17746	CM010571.1	21663072	21663299
m54284U_200909_233417/113968150/0_33495	CM010571.1	21897407	21897765
m54284U_200909_233417/52299627/6649_46458	CM010571.1	22003743	22004192
m54284U_200808_195421/42533909/0_37915	CM010571.1	22045601	22046105
m54284U_210113_224850/150997016/0_33724	CM010571.1	22186135	22186198
m54284U_210113_224850/30344187/0_69270	CM010571.1	22206109	22207537
m54284U_200909_233417/169870466/0_64726	CM010571.1	22221851	22222665
m54284U_210113_224850/32180184/22473_75461	CM010571.1	22232832	22234857
m54284U_210113_224850/176489953/0_64505	CM010571.1	22365400	22365778
m54284U_210113_224850/176031374/8645_33661	CM010571.1	22417699	22418255
m54284U_210113_224850/180027907/2500_34447	CM010571.1	22437040	22437044
m54284U_210113_224850/46335303/0_31279	CM010571.1	22437040	22437044
m54284U_200909_233417/117440641/0_39201	CM010571.1	22510538	22512866
m54284U_200808_195421/176949832/0_47747	CM010571.1	22528562	22529004
m54284U_200909_233417/39125612/55141_95446	CM010571.1	22542658	22543140
m54284U_200909_233417/95225110/0_27792	CM010571.1	22580691	22580905
m54284U_210113_224850/147392229/2452_25089	CM010571.1	22641409	22641612
m54284U_210113_224850/10094522/34870_57141	CM010571.1	22646639	22646659
m54284U_200909_233417/81528154/0_28976	CM010571.1	22654939	22655053
m54284U_200909_233417/179832193/0_52531	CM010571.1	22685583	22686091
m54284U_200808_195421/76417436/0_17901	CM010571.1	22701869	22702390
m54284U_210113_224850/36047105/0_89987	CM010571.1	22763638	22764771
m54284U_210113_224850/17435363/0_33749	CM010571.1	22827562	22828972
m54284U_200808_195421/89851584/0_57007	CM010571.1	22858240	22858274
m54284U_210113_224850/25167024/61454_125964	CM010571.1	22907434	22907660
m54284U_200808_195421/162923269/0_54068	CM010571.1	22921678	22921793
m54284U_210113_224850/171049042/0_25920	CM010571.1	23010318	23010381
m54284U_200808_195421/82774807/0_47772	CM010571.1	23225676	23226138
m54284U_210113_224850/156633156/0_41303	CM010571.1	23251703	23252347
m54284U_210113_224850/78711315/2798_27598	CM010571.1	23366585	23366731
m54284U_200909_233417/173671154/0_33862	CM010571.1	23401329	23401742
m54284U_200909_233417/109643534/70374_95475	CM010572.1	432815	433113
m54284U_200909_233417/10356873/0_41470	CM010572.1	480174	480773
m54284U_200808_195421/57475569/0_27643	CM010572.1	664589	664733
m54284U_200808_195421/145031343/0_51647	CM010572.1	666465	666761
m54284U_200909_233417/64226122/0_87337	CM010572.1	709014	709950
m54284U_200909_233417/124324672/0_87519	CM010572.1	839596	839722
m54284U_210113_224850/130811362/0_14463	CM010572.1	839596	839722
m54284U_200909_233417/17433726/0_19221	CM010572.1	1000078	1000969
m54284U_210113_224850/58918822/0_29440	CM010572.1	1030990	1031290
m54284U_210113_224850/94044941/2533_28185	CM010572.1	1127984	1128239
m54284U_200808_195421/35522233/0_17068	CM010572.1	1273304	1273506
m54284U_200909_233417/152111428/0_9162	CM010572.1	1273304	1273762
m54284U_200808_195421/44632308/0_36146	CM010572.1	1391887	1392598
m54284U_200909_233417/176817853/0_26562	CM010572.1	1437793	1438207
m54284U_200808_195421/23332122/0_20448	CM010572.1	1449683	1449778
m54284U_210113_224850/75695853/23941_42993	CM010572.1	1490647	1491493
m54284U_210113_224850/62851584/0_52469	CM010572.1	1549980	1550533
m54284U_210113_224850/162137405/0_29504	CM010572.1	1579319	1579410
m54284U_210113_224850/25167258/0_33994	CM010572.1	1581710	1582154
m54284U_200808_195421/104729157/0_38690	CM010572.1	1641412	1642786
m54284U_200808_195421/89981345/0_28119	CM010572.1	1682540	1682563
m54284U_200808_195421/71305634/0_56800	CM010572.1	1801466	1802774
